item_id,value,w1,w2
1,653,8,926
2,657,657,679
3,663,500,724
4,704,789,57
5,728,571,292
6,704,933,579
7,764,566,564
8,896,43,883
9,965,951,965
10,632,126,6
11,802,54,603
12,589,125,761
13,550,773,99
14,640,420,554
15,1110,841,493
16,1096,32,983
17,790,157,714
18,734,75,178
19,918,649,855
20,492,171,40
21,782,492,201
22,824,946,476
23,675,188,189
24,1042,172,723
25,626,284,208
26,1180,338,962
27,751,923,764
28,622,677,180
29,723,152,959
30,857,391,15
31,657,539,382
32,448,837,43
33,570,756,226
34,531,40,889
35,526,70,312
36,700,256,206
37,835,222,830
38,706,158,2
39,935,351,653
40,799,462,568
41,747,64,362
42,952,518,662
43,975,791,513
44,811,437,654
45,647,160,542
46,877,695,909
47,862,578,878
48,660,742,54
49,544,582,596
50,717,298,550
51,873,992,174
52,1011,687,854
53,482,26,769
54,515,156,920
55,690,949,549
56,999,565,749
57,796,985,170
58,717,197,672
59,746,616,715
60,822,352,276
61,638,774,574
62,518,270,592
63,815,124,476
64,646,100,418
65,576,104,40
66,796,268,662
67,450,304,904
68,659,19,859
69,714,295,201
70,421,343,208
71,1049,702,473
72,573,228,742
73,616,613,791
74,768,713,72
75,744,38,177
76,654,730,392
77,646,127,248
78,783,399,932
79,1003,424,935
80,1056,508,988
81,723,697,132
82,1304,937,770
83,728,452,789
84,781,151,495
85,678,75,341
86,743,225,581
87,749,825,635
88,636,886,149
89,973,614,848
90,993,198,987
91,569,975,177
92,783,365,662
93,707,652,353
94,766,157,522
95,548,174,38
96,451,160,653
97,711,937,872
98,799,308,758
99,460,187,148
100,623,542,190
101,840,46,109
102,1004,631,548
103,718,469,984
104,533,877,453
105,446,560,420
106,990,790,939
107,419,532,282
108,746,684,271
109,974,674,953
110,983,540,511
111,1017,420,801
112,453,299,402
113,807,112,426
114,765,456,597
115,562,556,699
116,682,731,347
117,1117,422,727
118,627,834,389
119,1117,553,495
120,987,805,682
121,556,235,90
122,882,765,531
123,1112,897,803
124,825,643,456
125,963,930,750
126,762,678,116
127,938,697,677
128,702,40,532
129,318,50,426
130,793,817,937
131,466,254,163
132,1110,625,560
133,775,323,234
134,674,238,758
135,452,204,160
136,494,520,247
137,845,839,777
138,618,749,39
139,917,23,916
140,627,708,394
141,570,393,833
142,893,431,686
143,805,237,395
144,631,659,711
145,921,873,710
146,893,240,95
147,554,848,537
148,584,554,441
149,525,443,245
150,1135,965,959
151,697,733,34
152,613,178,142
153,872,122,640
154,1001,778,465
155,969,757,652
156,550,379,354
157,635,648,735
158,1189,601,911
159,642,566,856
160,651,645,30
161,564,50,461
162,541,441,336
163,895,57,933
164,596,27,672
165,619,29,1000
166,821,148,870
167,595,626,299
168,896,990,162
169,1129,828,750
170,764,46,756
171,859,50,104
172,840,242,818
173,611,932,111
174,500,223,954
175,674,716,117
176,870,619,292
177,584,309,807
178,851,127,168
179,678,889,174
180,760,781,458
181,880,409,657
182,729,444,364
183,643,899,171
184,1056,742,886
185,916,290,530
186,709,501,859
187,848,20,409
188,649,493,469
189,1078,902,946
190,757,692,129
191,846,589,752
192,557,759,228
193,999,681,563
194,948,982,394
195,781,237,611
196,771,541,880
197,473,734,39
198,670,257,532
199,800,856,177
200,431,158,271
201,726,645,819
202,575,58,242
203,513,699,270
204,875,222,711
205,927,603,685
206,733,139,497
207,1043,864,992
208,483,252,321
209,568,189,599
210,704,183,560
211,808,94,346
212,656,68,653
213,938,882,697
214,931,630,898
215,864,526,379
216,757,345,933
217,802,963,920
218,442,191,251
219,925,397,468
220,1117,936,257
221,496,147,72
222,529,328,148
223,781,204,396
224,940,813,630
225,1188,967,978
226,641,462,854
227,630,914,284
228,870,454,414
229,893,60,190
230,1074,462,849
231,705,644,425
232,765,850,141
233,763,155,592
234,425,383,258
235,987,842,468
236,974,615,352
237,789,542,426
238,849,173,957
239,499,89,524
240,971,46,470
241,454,255,628
242,623,855,552
243,729,592,958
244,459,335,468
245,904,316,614
246,716,259,11
247,332,483,146
248,1050,715,865
249,873,877,330
250,891,22,552
251,644,152,621
252,904,925,358
253,852,201,705
254,634,958,103
255,631,790,69
256,836,120,540
257,793,907,12
258,883,59,303
259,445,295,440
260,987,552,386
261,704,529,343
262,691,497,147
263,814,985,460
264,797,1000,837
265,864,198,732
266,735,311,98
267,608,672,997
268,780,350,438
269,841,476,718
270,1056,693,661
271,568,736,535
272,913,136,138
273,858,996,264
274,749,351,494
275,937,366,313
276,715,765,221
277,912,993,864
278,702,835,373
279,564,508,510
280,1076,763,531
281,1040,975,871
282,983,396,746
283,521,870,827
284,891,404,988
285,960,471,718
286,553,333,50
287,611,656,602
288,526,104,989
289,743,711,95
290,606,709,162
291,1110,836,504
292,630,649,558
293,973,715,521
294,630,172,444
295,665,197,409
296,616,656,223
297,566,54,33
298,664,585,900
299,951,860,478
300,865,155,545
301,550,263,152
302,597,369,393
303,646,549,100
304,765,3,526
305,356,340,233
306,572,31,580
307,581,416,188
308,348,39,344
309,699,87,343
310,717,703,578
311,810,345,297
312,765,442,507
313,775,411,17
314,943,632,890
315,934,383,982
316,1025,581,314
317,414,724,189
318,692,45,733
319,1050,748,611
320,810,836,578
321,1013,330,253
322,1098,498,856
323,532,546,764
324,440,57,568
325,770,324,27
326,557,134,443
327,1194,840,792
328,342,284,123
329,676,515,878
330,541,101,639
331,851,398,9
332,656,21,824
333,581,582,530
334,690,179,626
335,464,438,376
336,628,79,562
337,516,495,89
338,690,480,73
339,931,991,454
340,499,100,151
341,842,600,995
342,665,278,442
343,861,833,883
344,632,192,400
345,520,311,62
346,958,275,575
347,652,74,79
348,817,463,80
349,826,90,175
350,1027,222,353
351,930,946,497
352,601,269,98
353,860,923,332
354,974,204,954
355,1135,984,211
356,879,122,400
357,792,418,375
358,998,800,769
359,924,338,610
360,1136,690,392
361,1099,581,778
362,656,516,59
363,741,831,86
364,961,901,149
365,720,472,162
366,526,706,518
367,921,718,542
368,645,835,437
369,523,109,510
370,559,200,542
371,910,426,920
372,577,157,600
373,1053,586,668
374,398,47,699
375,931,980,427
376,654,260,315
377,661,85,200
378,920,19,1000
379,765,879,349
380,604,19,680
381,996,287,940
382,689,601,29
383,610,993,212
384,678,771,374
385,648,396,77
386,924,825,559
387,368,262,5
388,500,378,224
389,815,118,819
390,920,728,804
391,797,52,646
392,864,866,383
393,1141,996,839
394,648,868,281
395,954,719,372
396,897,779,197
397,1105,335,802
398,787,70,687
399,852,402,787
400,897,464,376
401,800,574,769
402,513,385,625
403,627,610,97
404,733,146,299
405,938,302,490
406,706,805,543
407,625,731,105
408,940,543,84
409,607,811,445
410,1008,786,671
