item_id,value,w1,w2
1,628,333,486
2,795,929,91
3,1040,333,790
4,247,65,24
5,583,145,433
6,676,28,158
7,860,477,33
8,513,13,117
9,719,780,212
10,802,96,492
11,657,517,437
12,692,29,625
13,842,819,523
14,602,51,364
15,895,736,351
16,793,631,154
17,894,619,935
18,833,687,598
19,779,121,940
20,1183,916,997
21,671,826,122
22,804,310,943
23,633,501,93
24,564,324,289
25,769,472,502
26,519,266,797
27,826,588,736
28,1071,986,501
29,829,752,592
30,534,506,986
31,1010,508,639
32,922,999,763
33,582,486,632
34,546,331,602
35,987,780,207
36,915,752,577
37,786,241,325
38,949,261,635
39,736,601,952
40,1005,926,444
41,638,525,890
42,770,825,502
43,829,138,975
44,753,465,99
45,848,223,955
46,772,395,73
47,1105,844,150
48,1111,908,332
49,550,975,470
50,627,91,330
51,938,285,814
52,629,895,113
53,434,52,266
54,655,251,899
55,866,536,42
56,994,127,744
57,886,908,432
58,687,504,152
59,826,453,827
60,394,317,470
61,665,854,676
62,869,704,994
63,593,134,426
64,321,281,17
65,446,229,298
66,883,696,601
67,637,58,857
68,886,868,207
69,855,316,328
70,592,763,307
71,862,842,984
72,903,312,106
73,887,186,935
74,850,529,647
75,898,844,17
76,832,41,224
77,943,228,545
78,742,990,624
79,783,571,459
80,295,120,564
81,797,789,121
82,868,901,506
83,843,731,206
84,431,611,702
85,378,79,29
86,994,608,767
87,786,805,195
88,768,94,715
89,917,430,237
90,913,449,686
91,689,927,73
92,640,320,661
93,644,97,825
94,1123,198,863
95,749,440,983
96,910,405,208
97,582,808,708
98,250,7,233
99,581,190,949
100,698,999,809
101,901,892,393
102,792,446,664
103,607,992,553
104,698,507,623
105,698,121,738
106,622,346,592
107,662,683,618
108,782,292,519
109,965,908,619
110,670,884,154
111,686,405,686
112,881,843,49
113,330,412,24
114,883,678,121
115,672,107,524
116,522,665,252
117,513,106,155
118,778,911,530
119,943,299,912
120,703,154,425
121,565,120,140
122,1010,431,599
123,570,601,115
124,758,162,34
125,688,619,774
126,622,338,771
127,664,265,342
128,607,156,17
129,846,912,677
130,504,167,179
131,685,449,626
132,1065,991,696
133,527,848,58
134,731,526,185
135,380,12,97
136,556,799,85
137,918,971,282
138,1040,563,71
139,741,718,466
140,574,556,689
141,652,693,786
142,745,501,646
143,584,3,720
144,737,604,252
145,741,403,443
146,557,669,308
147,443,78,343
148,798,385,898
149,360,389,133
150,454,831,863
151,440,483,179
152,900,115,756
153,363,105,652
154,717,234,395
155,513,83,456
156,1048,276,734
157,581,378,469
158,524,86,349
159,721,82,784
160,753,502,460
161,464,205,847
162,856,770,190
163,677,658,897
164,599,652,60
165,496,119,530
166,360,60,734
167,541,30,75
168,994,283,770
169,702,280,680
170,1005,925,894
171,978,566,418
172,1069,358,782
173,895,73,326
174,668,34,380
175,830,189,536
176,833,276,133
177,621,300,697
178,833,578,972
179,891,860,175
180,402,131,121
181,885,615,425
182,755,40,891
183,697,380,993
184,893,664,921
185,813,184,950
186,886,328,187
187,602,462,72
188,447,590,17
189,543,464,292
190,429,169,685
191,949,66,445
192,983,754,441
193,1169,631,521
194,557,632,858
195,939,962,241
196,1084,592,973
197,669,307,224
198,748,406,936
199,566,572,28
200,694,471,758
201,1198,872,869
202,459,398,940
203,764,394,497
204,818,29,261
205,402,198,31
