item_id,value,w1,w2
1,615,995,134
2,774,997,730
3,512,227,679
4,685,748,765
5,606,626,359
6,821,385,450
7,509,632,15
8,751,611,251
9,736,590,664
10,881,306,555
11,356,139,849
12,948,744,523
13,806,277,614
14,653,474,169
15,938,298,91
16,919,819,575
17,965,159,710
18,837,91,715
19,1003,313,356
20,595,39,500
21,551,299,40
22,758,908,674
23,727,512,392
24,983,263,901
25,679,716,781
26,639,118,333
27,558,833,103
28,523,206,267
29,867,792,273
30,634,35,488
31,711,907,189
32,363,929,159
33,707,914,190
34,694,147,536
35,700,32,727
36,749,469,365
37,521,532,630
38,750,845,951
39,728,855,242
40,666,599,529
41,910,470,247
42,931,920,768
43,566,344,284
44,902,416,982
45,795,741,716
46,416,792,441
47,756,586,215
48,677,29,722
49,625,437,815
50,879,343,923
51,694,983,305
52,582,88,675
53,556,524,936
54,473,32,195
55,572,130,141
56,520,552,624
57,876,131,244
58,256,420,6
59,456,758,63
60,536,353,247
61,612,534,606
62,927,291,350
63,901,150,873
64,712,763,610
65,558,590,270
66,748,714,159
67,730,332,896
68,329,339,657
69,522,290,653
70,831,607,25
71,868,314,742
72,654,92,462
73,421,234,364
74,736,550,739
75,707,914,590
76,948,923,163
77,1022,727,990
78,551,73,395
79,631,406,666
80,635,277,27
81,548,364,292
82,877,816,224
83,595,487,508
84,723,970,507
85,1058,637,35
86,640,926,516
87,843,950,222
88,948,374,710
89,501,9,117
90,398,215,186
91,782,843,474
92,901,323,939
93,517,937,348
94,286,259,275
95,1131,985,800
96,527,192,480
97,398,86,103
98,677,172,152
99,870,462,323
100,505,159,138
101,688,924,34
102,993,223,719
103,352,196,178
104,903,329,323
105,627,593,606
106,653,356,78
107,364,441,448
108,607,18,419
109,897,275,654
110,746,541,888
111,901,710,627
112,378,509,138
113,590,180,781
114,247,96,18
115,817,785,532
116,696,733,315
117,887,110,200
118,648,525,181
119,697,891,843
120,748,953,528
121,671,86,360
122,524,390,249
123,1322,993,672
124,759,37,133
125,842,643,587
126,743,465,462
127,821,643,9
128,672,135,126
129,876,748,703
130,658,216,66
131,853,239,311
132,476,224,488
133,786,282,126
134,762,547,1
135,857,690,839
136,708,359,112
137,1061,538,999
138,1037,882,623
139,481,532,9
140,757,717,285
141,1052,785,898
142,855,724,231
143,618,81,530
144,876,779,503
145,1072,565,978
146,539,222,82
147,717,622,650
148,1070,923,300
149,738,703,41
150,755,140,118
151,872,41,765
152,405,464,710
153,861,74,988
154,882,217,340
155,611,591,90
156,582,838,806
157,407,347,619
158,945,975,567
159,599,61,629
160,589,625,15
161,885,358,519
162,861,462,829
163,858,798,332
164,1129,96,962
165,808,340,256
166,740,812,63
167,632,551,956
168,793,646,93
169,657,270,622
170,954,664,128
171,842,651,290
172,862,531,410
173,777,552,892
174,933,759,424
175,581,735,432
176,692,95,761
177,571,638,243
178,1001,922,726
179,693,525,301
180,704,578,77
181,1070,304,604
182,659,86,247
183,525,657,531
184,957,428,919
