item_id,value,w1,w2
1,730,115,923
2,359,35,33
3,409,70,480
4,635,476,643
5,1079,475,586
6,434,163,41
7,849,261,963
8,850,495,816
9,658,216,447
10,638,417,693
11,873,956,539
12,821,725,576
13,737,986,211
14,537,370,494
15,609,597,551
16,397,469,2
17,664,204,900
18,740,500,597
19,859,160,82
20,735,745,259
21,671,376,528
22,918,288,432
23,758,997,731
24,606,763,734
25,551,557,751
26,668,642,333
27,840,228,740
28,773,237,576
29,544,978,388
30,629,193,624
31,626,372,188
32,594,659,341
33,904,528,545
34,557,52,84
35,1104,965,325
36,572,385,429
37,681,833,189
38,816,603,387
39,652,903,766
40,724,827,587
41,770,218,279
42,759,265,837
43,904,326,558
44,460,464,147
45,589,889,287
46,904,906,466
47,364,196,213
48,894,78,993
49,924,46,625
50,730,752,400
51,1001,437,627
52,608,508,258
53,595,323,785
54,903,950,435
55,560,873,236
56,448,546,980
57,891,868,581
58,1069,977,792
59,475,219,330
60,815,329,540
61,412,13,285
62,842,633,456
63,819,604,449
64,335,177,66
65,860,390,571
66,875,187,764
67,637,919,216
68,708,919,598
69,1050,431,634
70,736,612,181
71,603,362,677
72,941,187,594
73,721,723,905
74,553,365,233
75,654,146,693
76,311,355,733
77,699,622,36
78,1008,929,860
79,957,643,806
80,566,193,659
81,815,141,918
82,999,903,604
83,970,209,349
84,654,468,245
85,1107,978,673
86,929,528,587
87,574,218,198
88,507,409,713
89,788,749,473
90,728,128,90
91,913,128,263
92,664,256,722
93,505,562,771
94,637,533,602
95,548,935,420
96,841,127,845
97,669,205,209
98,604,784,770
99,839,75,440
100,534,271,617
101,810,5,587
102,993,654,727
103,998,815,856
104,300,16,580
105,1008,34,316
106,469,133,15
107,839,733,232
108,789,925,37
109,1010,392,346
110,910,191,940
111,672,889,89
112,988,575,806
113,480,170,899
114,638,177,825
115,1174,780,737
116,659,530,277
117,833,61,648
118,673,176,614
119,558,336,321
120,848,314,846
121,1028,993,482
122,975,936,131
123,548,816,108
124,542,947,35
125,623,592,839
126,778,412,134
127,714,134,485
128,640,475,734
129,743,756,259
130,730,644,869
131,361,130,222
132,779,593,292
133,1270,955,990
134,857,801,946
135,668,301,16
136,816,330,858
137,928,433,634
138,542,602,857
139,717,425,557
140,685,199,413
141,952,465,385
142,799,285,355
143,908,822,911
144,1039,167,739
145,802,715,280
146,935,716,751
147,918,236,982
148,631,398,986
149,462,348,373
150,948,581,702
151,567,773,92
152,1039,867,19
153,930,601,26
154,1108,927,892
155,614,166,369
156,613,58,270
157,1081,969,991
158,1034,701,813
159,825,672,117
160,725,606,285
161,489,269,881
162,715,253,901
163,446,563,185
164,713,604,152
165,466,201,228
166,901,662,53
167,466,261,188
168,1051,560,700
169,748,711,570
170,784,27,270
171,941,645,526
172,621,464,859
173,659,232,761
174,1007,409,975
175,998,731,599
176,740,491,793
177,739,409,437
178,583,122,839
179,636,452,677
180,472,271,187
181,434,207,954
182,803,39,489
183,603,166,15
184,732,324,904
185,827,619,112
186,429,87,419
187,1037,839,949
188,496,741,101
189,550,380,708
190,584,67,621
191,833,654,571
192,724,480,849
193,793,943,827
194,730,789,242
195,687,638,890
196,874,985,533
197,551,94,430
198,706,915,111
199,884,838,653
200,422,251,410
201,1025,564,963
202,841,888,606
203,924,298,859
204,463,42,951
205,340,212,289
206,437,765,362
207,597,535,801
208,530,249,33
209,546,556,34
210,774,146,688
211,935,849,45
212,658,846,41
213,364,134,542
214,689,150,73
215,806,861,683
216,739,55,668
217,830,232,875
218,747,855,66
219,768,517,920
220,962,179,846
221,737,104,678
222,951,547,696
223,449,119,120
224,730,240,971
225,747,257,744
226,656,419,412
227,1201,940,527
228,1031,984,187
229,700,276,698
230,663,82,715
231,518,577,706
232,823,363,19
233,733,967,711
234,480,585,217
235,806,375,211
236,700,211,987
237,405,214,67
238,617,928,531
239,1160,627,718
240,499,257,555
241,1261,741,862
242,536,300,665
243,702,101,15
244,790,851,892
245,940,984,192
246,727,819,238
247,570,601,167
248,863,306,744
249,705,672,45
250,868,592,24
251,1058,736,523
252,880,821,169
253,364,318,101
254,982,486,933
255,479,507,123
256,883,143,763
257,782,597,570
258,653,463,931
259,523,532,459
260,572,273,513
261,919,746,881
262,945,754,70
263,614,653,267
264,777,199,592
265,756,642,604
266,853,438,368
267,923,653,639
268,786,283,301
269,991,479,861
270,498,546,186
271,581,262,566
272,548,445,182
273,674,450,75
274,782,16,981
275,961,736,682
276,679,741,659
277,484,439,10
278,623,556,918
279,649,299,628
280,133,206,60
281,919,843,172
282,921,880,789
283,418,743,165
284,866,610,920
285,600,255,386
286,991,301,844
287,642,427,421
288,955,557,64
289,801,857,136
290,876,161,160
291,559,567,516
292,884,627,487
293,553,167,499
294,514,60,913
295,780,715,969
296,636,480,456
297,549,979,491
298,615,528,90
299,677,155,670
300,869,372,949
301,730,533,185
302,820,35,719
303,796,401,343
304,1016,387,540
305,865,220,647
306,748,646,145
307,595,761,7
308,835,5,679
309,943,537,770
310,613,411,43
311,811,266,473
312,518,530,343
313,692,929,937
314,999,993,697
315,837,874,655
316,825,987,289
317,937,505,146
318,822,711,701
319,1008,655,173
320,1052,33,979
321,991,679,865
322,413,282,530
323,709,212,90
324,760,479,271
325,1060,725,120
326,737,966,365
327,523,42,995
328,710,270,436
329,557,652,117
330,882,550,718
331,870,994,160
332,852,12,565
333,636,33,61
334,862,188,746
335,837,867,604
336,925,843,979
337,720,794,684
338,406,767,278
339,917,504,421
340,412,395,168
341,943,680,226
342,975,271,995
343,684,287,431
344,574,703,282
345,1115,554,612
346,820,354,389
347,884,250,968
348,1006,656,884
349,1031,789,744
350,655,44,697
351,487,365,323
352,827,700,644
353,686,909,239
354,357,208,81
355,820,188,350
356,1074,364,903
357,766,498,984
358,421,50,1
359,945,314,850
360,635,49,620
361,605,3,816
362,592,728,198
363,827,529,438
364,311,308,659
365,1224,459,955
366,407,99,36
367,556,957,450
368,904,615,115
369,333,358,112
370,430,873,37
371,1068,846,756
372,680,622,222
373,1025,90,408
374,833,560,312
375,522,705,245
376,911,725,829
377,812,86,598
378,768,147,575
379,740,238,248
380,804,585,891
381,932,883,515
382,955,164,943
383,775,672,368
384,928,870,387
385,604,837,936
386,671,549,853
387,536,766,23
388,448,12,536
389,831,391,843
390,815,886,853
391,616,148,54
392,491,176,824
393,914,889,981
394,687,902,778
395,410,208,463
396,522,859,159
397,898,188,305
398,1074,402,580
399,890,598,235
400,829,685,61
401,669,607,525
402,998,454,917
403,935,147,709
404,787,735,48
405,410,657,22
406,1040,847,753
407,692,873,211
408,639,548,968
409,649,101,581
410,792,476,41
411,860,63,808
412,819,5,444
413,957,227,771
414,497,8,543
415,578,85,819
416,881,198,871
417,976,797,621
418,617,136,494
419,721,699,845
420,466,181,969
421,542,973,120
422,842,428,409
423,1008,327,677
424,662,124,431
425,450,143,436
426,586,672,776
427,966,728,900
428,863,994,875
429,612,186,296
430,536,336,290
431,887,118,167
432,996,686,729
433,547,445,265
434,674,149,950
435,797,853,447
436,636,206,39
437,911,323,282
438,1074,698,767
439,664,774,178
440,369,699,178
441,975,918,682
442,512,365,410
443,1072,196,360
444,867,645,24
445,655,549,568
446,456,350,289
447,812,518,509
448,629,222,720
449,717,566,159
450,710,185,493
451,1003,594,649
452,752,127,115
453,359,330,57
454,818,164,845
455,632,268,577
456,622,12,786
457,1036,571,525
458,713,559,586
459,476,337,44
460,963,377,957
461,906,478,552
462,740,213,838
463,457,550,165
464,548,361,223
465,700,287,877
466,699,55,776
467,727,199,539
468,609,307,162
469,743,857,845
470,716,755,256
471,763,792,778
472,543,123,435
473,707,67,309
474,789,831,74
475,928,893,551
476,704,497,990
477,668,473,401
478,613,40,125
479,671,587,749
480,967,659,592
481,706,360,468
482,795,441,873
483,864,75,203
484,960,140,534
485,536,447,29
486,523,420,258
487,1216,858,626
488,734,841,497
489,973,958,256
490,957,1,903
491,545,297,359
492,1149,559,974
493,699,751,746
494,775,650,745
495,761,557,5
496,660,567,214
497,572,991,193
498,728,722,107
499,762,966,720
500,606,341,803
