item_id,value,w1,w2
1,821,220,876
2,931,184,335
3,653,786,649
4,828,691,584
5,722,258,220
6,793,534,490
7,432,373,168
8,856,771,591
9,681,667,898
10,1063,86,552
11,789,758,740
12,370,495,260
13,278,266,369
14,939,570,188
15,929,427,888
16,549,426,730
17,596,352,345
18,818,991,993
19,687,300,783
20,775,631,712
21,703,654,48
22,907,154,959
23,466,371,474
24,707,897,321
25,491,42,788
26,1088,527,670
27,924,459,655
28,661,990,294
29,837,173,973
30,867,201,540
31,417,101,597
32,837,811,563
33,552,546,180
34,1199,704,839
35,938,683,209
36,836,350,972
37,876,511,598
38,866,981,825
39,865,37,442
40,543,309,413
41,573,185,398
42,608,695,126
43,816,853,381
44,777,434,188
45,755,881,70
46,815,508,55
47,641,579,864
48,492,491,215
49,776,864,300
50,1067,606,860
51,705,87,902
52,683,195,477
53,478,419,245
54,616,363,211
55,505,322,192
56,711,835,374
57,994,119,610
58,522,139,915
59,402,51,294
60,693,149,834
61,647,812,444
62,754,751,87
63,1004,162,871
64,251,214,26
65,961,537,16
66,821,470,547
67,927,174,382
68,612,466,280
69,519,267,659
70,884,278,576
71,707,88,169
72,907,364,751
73,926,605,333
74,963,421,975
75,570,164,32
76,897,948,739
77,389,486,45
78,1090,277,856
79,523,554,155
80,1177,935,822
81,641,173,935
82,1041,913,792
83,899,561,848
84,900,629,567
85,706,909,856
86,598,90,91
87,455,86,286
88,813,605,188
89,695,344,38
90,661,943,495
91,475,135,636
92,390,24,385
93,774,493,896
94,932,809,820
95,1067,762,896
96,708,104,599
97,452,353,97
98,531,618,333
99,941,948,385
100,1062,911,573
101,855,767,723
102,625,297,535
103,641,323,588
104,942,672,869
105,379,120,733
106,1324,934,876
107,1089,787,912
108,399,478,448
109,601,25,68
110,826,269,343
111,927,1,368
112,1013,653,575
113,645,542,411
114,447,389,45
115,845,569,802
116,832,52,638
117,878,810,458
118,954,126,584
119,513,199,468
120,741,768,888
121,431,164,864
122,581,36,418
123,399,351,178
124,596,527,154
125,895,456,976
126,828,301,371
127,346,366,367
128,796,49,786
129,494,595,493
130,470,436,67
131,580,781,370
132,978,591,259
133,834,147,549
134,701,748,487
135,1093,481,492
136,392,848,223
137,925,362,454
138,798,292,676
139,427,907,330
140,921,567,499
141,681,34,892
142,699,20,492
143,710,967,359
144,747,118,993
145,952,981,406
146,705,667,947
147,797,511,887
148,978,617,385
149,984,171,835
150,770,335,432
151,664,598,307
152,703,531,333
153,919,930,8
154,835,969,604
155,619,356,583
156,780,993,302
157,1124,765,774
158,781,533,757
159,821,605,837
160,820,265,122
161,495,373,565
162,735,205,767
163,1111,160,888
164,1018,904,162
165,601,64,179
166,675,880,63
167,735,927,384
168,691,693,836
169,972,243,946
170,836,542,759
171,643,723,304
172,1016,184,726
173,929,640,245
174,914,67,664
175,521,669,305
176,725,754,861
177,778,937,801
178,1018,908,131
179,184,37,84
180,755,276,993
181,345,96,211
182,826,653,533
183,789,618,850
184,691,447,409
185,752,44,981
186,829,518,206
187,577,894,220
188,880,559,333
189,605,148,656
190,562,113,216
191,643,279,105
192,927,543,872
193,642,776,105
194,834,892,216
195,757,197,427
196,769,514,753
197,963,604,859
198,1104,782,191
199,582,503,160
200,707,46,461
201,852,579,16
202,635,188,117
203,580,220,17
204,588,97,71
205,673,101,831
206,925,553,210
207,1010,722,397
208,835,793,459
209,715,369,996
210,834,887,299
211,869,648,851
212,859,637,686
213,860,817,90
214,704,552,238
215,761,764,234
216,620,252,501
217,718,576,121
218,726,379,519
219,820,956,320
220,965,625,863
221,1051,852,432
222,473,183,446
223,647,589,756
224,1085,860,867
225,822,636,193
226,611,153,807
227,694,253,876
228,722,119,849
229,746,144,279
230,772,381,415
231,400,145,429
232,932,469,346
233,731,2,600
234,359,118,46
235,722,165,286
236,789,338,359
237,615,960,98
238,990,694,402
239,909,447,612
240,393,650,99
241,746,678,519
242,1061,372,765
243,222,98,276
244,785,179,639
245,943,694,416
246,684,880,356
247,717,243,610
248,946,258,720
249,336,112,427
250,735,704,839
251,598,854,52
252,767,319,459
253,711,791,652
254,1051,496,830
255,817,438,157
256,736,71,132
257,522,688,37
258,955,100,698
259,796,471,522
260,525,605,146
261,516,724,173
262,451,141,39
263,625,260,118
264,773,96,771
265,821,280,690
266,645,212,683
267,610,878,863
268,700,898,830
269,938,961,702
270,959,10,968
271,671,259,477
272,666,854,52
273,368,777,258
274,904,819,608
275,572,922,614
276,483,39,373
277,712,375,645
278,920,254,381
279,1205,360,914
280,656,192,516
281,843,442,955
282,708,334,606
283,775,917,751
284,769,568,498
285,547,700,78
286,805,645,441
287,1086,827,996
288,706,377,723
289,824,718,973
290,388,765,195
291,681,779,822
292,571,197,523
293,547,439,951
294,869,598,752
295,510,120,940
296,695,479,511
297,577,461,405
298,684,39,163
299,830,1000,666
300,393,106,67
301,912,599,507
302,776,861,92
303,608,814,841
304,623,581,158
305,527,552,461
306,795,373,749
307,918,209,289
308,1025,457,55
309,655,404,673
310,617,897,499
311,841,890,867
312,538,431,527
313,701,335,352
314,659,795,260
315,583,24,153
316,937,28,771
317,837,906,980
318,649,221,37
319,810,227,746
320,466,394,728
321,926,485,393
322,494,637,369
323,830,426,935
324,362,78,205
325,1002,515,995
326,718,665,232
327,920,470,158
328,388,284,606
329,503,568,227
330,687,622,302
331,1028,883,18
332,927,714,303
333,842,36,656
334,612,144,647
335,563,633,31
336,597,886,987
337,477,332,200
338,784,864,714
339,691,830,894
340,867,328,735
341,923,685,140
342,586,337,348
343,724,10,277
344,1062,927,889
345,714,71,396
346,975,841,850
347,942,840,931
348,1076,853,488
349,874,635,303
350,805,192,836
351,496,743,894
352,797,618,194
353,891,653,48
354,555,426,596
355,805,676,885
356,555,697,296
357,683,999,202
358,638,485,81
359,819,917,53
360,726,821,594
361,838,835,458
362,989,905,380
363,508,734,404
364,711,41,649
365,727,22,967
366,692,362,423
367,919,171,927
368,473,170,601
369,801,189,674
370,623,582,265
371,843,210,652
372,516,653,107
373,795,945,661
374,508,406,258
375,920,527,662
376,427,351,76
377,768,603,453
378,793,375,263
379,750,580,156
380,1193,225,663
381,619,397,39
382,753,831,276
383,706,414,713
384,516,656,970
385,588,469,820
386,885,998,396
387,925,344,633
388,907,998,547
389,587,299,676
390,893,345,355
391,757,6,456
392,534,282,41
393,860,469,764
394,708,288,589
395,853,777,250
396,992,368,867
397,819,903,767
398,700,554,438
399,434,517,498
400,505,784,97
401,732,707,909
402,964,502,841
403,415,788,28
404,798,624,444
405,703,42,830
406,829,545,245
407,554,721,401
408,611,417,214
409,516,393,253
410,739,62,922
411,678,476,301
412,558,593,496
413,553,602,84
414,910,248,415
415,1200,448,562
416,699,301,400
417,886,551,412
418,719,440,522
419,916,262,538
420,656,725,591
421,573,182,729
422,580,304,796
423,714,680,983
424,880,741,244
425,835,189,935
426,755,859,354
427,671,21,612
428,912,543,595
429,1142,613,591
430,799,139,163
431,330,230,191
432,967,890,834
433,410,142,56
434,632,824,114
435,890,325,45
436,1212,464,969
437,1128,887,213
438,668,497,315
439,882,969,115
440,622,18,303
441,507,114,114
442,815,412,558
443,833,81,541
444,1048,900,837
445,718,16,614
446,1151,325,605
447,957,918,49
448,638,153,555
449,620,329,655
450,930,761,868
451,667,583,665
452,717,349,172
453,828,546,185
454,753,791,373
455,857,819,35
456,841,612,531
457,723,389,588
458,999,699,241
459,945,793,713
460,1060,373,585
461,994,217,953
462,470,530,222
463,823,967,543
